|neg|pos
5948|['sometimes', 'really', 'weak', 'serious', 'nice', 'supposedly']|['helpful', 'knowledgeable', 'good', 'well', 'great', 'clearly']
5949|['good', 'sometimes', 'really', 'uncomfortable', 'much', 'disappointed']|['good', 'often', 'also', 'Victorian', 'clearly', 'extremely']
5950|['sometimes', 'follow', 'difficult', 'little', 'hard', 'often']|['great', 'really', 'also', 'good', 'sometimes', 'always']
5951|['learn', 'werent', 'Im', 'certain', 'much', 'tangent']|"['interesting', 'great', 'really', 'always', ""'Friendly"", 'nice']"
5953|['sometimes', 'good', 'sarcastic', 'apply', 'terrible', 'never']|['really', 'interested', 'clearly', 'brilliant', 'great', 'awesome']
5954|[]|['interesting', 'often', 'clear', 'sometimes', 'understanding', 'supplemental']
5957|['interesting', 'uninterested', 'appropriate', 'banal', 'long', 'weaker']|['really', 'sometimes', 'knowledgeable', 'helpful', 'real', 'extremely']
5958|['sometimes', 'little', 'concerned', 'insured', 'far', 'much']|['really', 'wonderful', 'great', 'interesting', 'absolutely', 'ample']
5959|['sometimes', 'always', 'due', 'much', 'tough', 'black']|['black', 'really', 'understandable', 'clear', 'knowledgeable', 'wrong']
5960|[]|['never', 'really', 'casual', 'still', 'pretty', 'pointless']
5961|['sometimes', 'dominate', 'however', 'understand', 'rarely', 'topical']|['good', 'really', 'great', 'knowledgeable', 'enthusiastic', 'interesting']
5962|"['wasnt', 'speak', ""'Awful"", '[', 'clear']"|['really', 'barely', 'sometimes', 'pleasant', 'little', 'also']
5963|['difficult', 'follow', 'huge', 'busy', 'bit', '[']|['knowledgeable', 'little', 'much', 'great', 'good', 'ever']
5965|['even', 'knowledgeable', 'middle', 'texts', 'aspect', 'particularly']|['well', 'also', 'great', 'apart', 'nice', 'clear']
5967|['vocabulary', 'randomly', 'also', 'rather']|['good', 'clarified', 'Not', 'greatly', 'great', 'easy']
5968|['clear', 'sometimes', 'exactly', 'final', 'little', 'hard']|['good', 'really', 'great', 'funny', 'well', 'interesting']
5969|['difficult', 'critical', 'also', 'little', 'able', 'slowly']|['clear', 'funny', 'helpful', 'able', 'good', 'great']
5970|['sometimes', 'never', 'uncomfortable', 'valid', 'didnt', 'occasional']|['much', 'good', 'far', 'probably', 'appropriately', 'doesnt']
5971|[]|['great', 'always', 'knowledgeable', 'interesting', 'smart', 'fantastic']
5973|"['upset', 'atmosphere', 'obvious', 'stimulate', ""'Doniger"", 'difficult']"|['really', 'sometimes', 'interesting', 'graded', 'also', 'forward']
5974|['sometimes', 'didnt', 'great', 'page', 'actually', 'really']|['great', 'really', 'knowledgeable', 'interesting', 'well', 'open']
5975|[]|['great', 'sometimes', 'overwhich', 'never', 'ran', 'friendly']
5976|[]|['really', 'outside', 'knowledgeable', 'important', 'say', 'productive']
5978|['sometimes', 'little', 'weak', 'uncomfortable', 'laurens', 'often']|['great', 'really', 'well', 'knowledgeable', 'excited', 'enthusiastic']
5979|['happen', 'still', 'productive', 'good', 'format', 'bad']|['good', 'medical', 'also', 'well', 'sometimes', 'definitely']
5980|['interesting', 'even', 'rather', 'level', 'sluggish', 'provocative']|['good', 'interesting', 'eloquently', 'smart', 'clearly', 'intelligent']
5981|['[']|['engage', 'personal', 'back', 'never', 'alienated', 'lots']
5982|['didnt', 'big', 'difficult', 'incredibly', 'largely', '[']|['clearly', 'late', 'incredibly', 'texts', 'many', 'new']
5984|[]|['great', 'really', 'helpful', 'knowledgeable', 'extremely', 'insight']
5985|"['good', ""'However"", '[', 'fix']"|['much', 'really', 'nicely', 'whole', 'motivate', 'speak']
5986|['sometimes', 'really', 'uncomfortable', 'lecture', 'dry', 'discussion']|['well', 'knowledgeable', 'clear', 'also', 'really', 'important']
5988|['berserk', 'appropriate', 'discuss', 'Actually', 'personally', 'individual']|"[""'Extensive"", 'extremely', 'deeply', 'enthusiastic', 'films', 'main']"
5989|['critical', '[', 'relevant']|['always', 'extremely', 'intellectual', 'good', 'incredible', 'understanding']
5990|['hard', 'sometimes', 'little', 'basically', 'fault', 'table']|['clearly', 'knowledgeable', 'obviously', 'enthusiastic', 'efficient', 'little']
5992|"['Sometimes', ""'Knowledgeable"", 'good', 'advisor', 'structured', 'continual']"|"['interesting', 'always', 'impasse', 'important', ""'Approachable"", ""'Enthusiastic""]"
5993|['really', 'fault', '[']|['extremely', 'always', 'great', 'highly', 'also', 'low']
5994|['sometimes', 'better', 'bit', 'nicely', 'appropriately', 'passionate']|['really', 'good', 'also', 'clear', 'well', 'little']
5996|['amazingly', 'texts', 'hard', 'difficult', '[', 'knowledgeable']|['good', 'also', 'great', 'knowledgeable', 'much', 'well']
5997|['sometimes', 'original', 'particular', 'wouldnt', 'quick']|['always', 'great', 'clear', 'really', 'somewhat', 'knowledgeable']
5999|['really', 'absolutely', '[', 'visible']|['really', 'always', 'good', 'important', 'interesting', 'understanding']
6000|['serious', 'extremely', 'confused', 'slightly', 'sure', 'specific']|['much', 'knowledgeable', 'really', 'extremely', 'well', 'good']
6003|['supportive', 'mainly', 'answer/not', 'disappointed', 'also', 'low']|['also', 'good', 'well', 'really', 'great', 'knowledgeable']
6004|['happen', 'still', 'productive', 'good', 'format', 'bad']|['good', 'medical', 'also', 'well', 'sometimes', 'definitely']
6007|['late', 'often', 'hard', 'sometimes', 'timely', 'forward']|['really', 'back', 'well', 'knowledgeable', 'first', 'havent']
6009|['extremely', 'come', 'really', 'hostile', 'critical', 'ever']|['great', 'really', 'even', 'extremely', 'interesting', 'able']
6010|[]|['good', 'little', 'always', 'personal', 'guest', 'subject']
6011|[]|['great', 'interesting', 'helpful', 'particularly', 'also', 'together']
6012|"['boring', 'knowledgeable', 'difficult', ""'Unfortunately"", 'sometimes', 'focused']"|['really', 'interesting', 'knowledgeable', 'well', 'much', 'clearly']
6013|['good', 'much', 'shy', 'never', 'valuably', 'little']|['knowledgeable', 'good', 'Very', 'also', 'great', 'clear']
6014|['difficult', 'fast', 'fastpaced']|['much', 'also', 'interested', 'even', 'truly', 'visual']
6016|['critical', 'interesting', 'sometimes', 'weak', 'little', 'farther']|['also', 'available', 'clear', 'approachable', 'Very', 'helpful']
6017|['sometimes', 'shy', 'back', 'disappointed', 'quite', 'authoritative']|['helpful', 'really', 'outside', 'good', 'well', 'first']
6018|['final']|['available', 'sometimes', 'yet', 'appropriate', 'visible', 'well']
6019|['serious', 'extremely', 'confused', 'slightly', 'sure', 'specific']|['really', 'great', 'knowledgeable', 'extremely', 'much', 'well']
6020|['greatest', 'little', 'eloquently', 'undiscussed', 'also', 'pretentious']|['clear', 'funny', 'wonderful', 'great', 'unapproachable', 'good']
6021|[]|['excellent', 'material', 'understanding', 'diverse', 'different', 'definitely']
6022|['sometimes', 'little', 'capable', 'brilliant', 'low', 'necessary']|['good', 'also', 'really', 'great', 'outside', 'ever']
6024|['never', 'half', 'definitive', 'obnoxious', 'couldnt', 'also']|['great', 'interesting', 'accessible', 'always', 'really', 'final']
6026|['also', 'often', 'interesting', 'told', 'always', 'harsh']|['great', 'always', 'good', 'really', 'knowledgeable', 'wonderful']
6027|['really', 'werent', 'perceive', 'banal', 'sure', 'long']|['good', 'also', 'difficult', 'much', 'great', 'valuable']
6029|['sometimes', 'always', 'unproblematic', 'distill', 'frustrated', 'university.She']|['helpful', 'great', 'accessible', 'good', 'new', 'also']
6030|[]|['always', 'really', 'helpful', 'available', 'material', 'willing']
6031|['sometimes', 'better', 'good', 'middle', 'clearly', 'dark']|['well', 'good', 'knowledgeable', 'really', 'also', 'great']
6032|[]|['really', 'good', 'actually', 'always', 'away', 'shy']
6033|"[""'Absolutely""]"|['incredibly', 'great', 'new', 'informed', 'absolutely', 'challenging']
6035|['difficult', 'first']|['good', 'different', 'able', 'understand', 'easy', 'clearly']
6039|['never', 'stressful', 'really', 'bit']|['really', 'well', 'liked', 'knowledgeable', 'also', 'even']
6040|['understanding', 'critical', 'ever', 'texts', 'objective', 'explain']|['enthusiastic', 'great', 'subject', 'excellent', 'also', 'best']
6041|['[', 'future']|"['extremely', 'totally', 'best', ""'Probably"", 'subject', 'clearly']"
6042|['barely', 'little', 'never', 'comprehensive', 'alone', 'philosophically']|['great', 'many', 'nice', 'Obviously', 'different', 'gotten']
6044|['real', 'huge', 'atmosphere', 'really', 'less', 'also']|['great', 'good', 'really', 'clear', 'well', 'also']
6045|['often', 'thorough', 'interesting', 'textual', 'senile', 'argumentative']|['good', 'knowledgeable', 'clear', 'extremely', 'well', 'clearly']
6046|[]|['great', 'awesome', '[']
6047|[]|['great', 'approachable', 'really', 'good', 'interesting', 'obviously']
6048|[]|['good', 'knowledgeable', 'clearly', 'new', 'excellent', 'deep']
6050|[]|['knowledgeable']
6051|[]|['knowledgeable', 'little', 'great', 'usually', 'sometimes', 'funny']
6052|['sometimes', 'barely', 'happen', 'chronologically', 'historical', 'always']|['really', 'also', 'great', 'good', 'knowledgeable', 'clear']
6053|['often', 'many', 'extra', 'well', 'especially', 'main']|['well', 'helpful', 'extremely', 'willing', 'great', 'next']
6057|['really', 'addressed', 'end', 'also', 'spontaneous', 'cant']|"['great', 'really', ""'Emily"", 'also', 'good', 'timely']"
6061|['low', 'reliant', 'clear', '[', 'less']|['really', 'good', 'especially', 'rather', 'knowledgeable', 'possibly']
6062|['sometimes', 'didnt', 'far', 'discussion', 'meant', 'feasibly']|['interesting', 'narrative', 'almost', 'lengthy', 'great', 'good']
6063|['also', 'hard', 'really', 'understanding', 'nice', 'wasnt']|['good', 'interesting', 'really', 'knowledgeable', 'helpful', 'clear']
6064|['even', 'never', 'low', 'slightly', 'cant', 'wouldnt']|['great', 'really', 'interesting', 'best', 'good', 'also']
6065|"['sometimes', ""'Consistently"", 'texts', 'specific', 'clear', 'yet']"|"['funny', 'really', 'sometimes', 'ambiguous', 'addressed', ""'Usually""]"
6066|['less', 'often', 'even', 'difficult', 'really', 'weaker']|['really', 'sometimes', 'much', 'good', 'well', 'helpful']
6068|['sometimes', 'intuitive', 'understand', 'microcredit', 'wrong', 'also']|['great', 'knowledgeable', 'really', 'subject', 'well', 'back']
6069|['often', 'tentative', 'interesting', 'loud', 'absolutely', 'far']|['really', 'approachable', 'funny', 'great', 'also', 'whole']
6070|"['awkward', ""'There"", 'often', '[', 'great']"|['good', 'nice', 'always', 'great', 'actually', 'thoughtful']
6071|['hard', 'often', 'really', 'difficult', 'knowledgeable', 'sometimes']|['knowledgeable', 'really', 'interesting', 'cultural', 'great', 'much']
6072|['often', 'properly', 'sometimes', 'topic', 'useless', 'disorganized']|['good', 'great', 'well', 'enthusiastic', 'interesting', 'really']
6073|['twice', 'mean', 'willing']|['often', 'barely', 'devoted', 'fourth', 'smart', 'clearly']
6074|['follow', 'little', 'difficult']|['clearly', 'always', 'possibly', 'difficult', 'relevant', 'definitely']
6075|['also', '[', 'knowledgeable']|"['good', 'ask', 'occasionally', 'material', ""'Vanore"", 'highly']"
6076|[]|['excellent', 'extremely', 'much', 'great', 'helpful', 'better']
6077|['difficult', 'extremely', 'negative', 'connect', 'teacher', 'historically']|['great', 'really', 'critically', 'clear', 'wonderful', 'best']
6078|['afraid', 'thematically', 'weekwere', 'little', 'disorganized', 'organize']|['great', 'interesting', 'clear', 'really', 'final', 'never']
6079|[]|['excellent', 'dynamic', 'fond', 'amongst', 'much', 'well']
6080|['sometimes', 'long', 'often', 'little', 'didnt', 'chocolatebrown']|['great', 'incredibly', 'often', 'really', 'knowledgeable', 'best']
6082|['[']|['well', 'sometimes', 'interesting', 'absolutely', 'understanding', 'pretty']
6083|['really', 'sometimes', 'understanding', 'always', 'important', 'real']|['really', 'great', 'clearly', 'also', 'much', 'extremely']
6085|['little', 'reasonable', 'admittedly', 'still', 'shaky', 'important']|['nice', '[', 'subject']
6086|"['different', 'third', ""'Only"", 'material', 'covered']"|['really', 'great', 'well', 'good', 'much', 'always']
6087|['often', 'follow', 'also', 'always', 'however', 'sometimes']|['good', 'always', 'well', 'interesting', 'also', 'extremely']
6088|['sometimes', 'little', 'often', 'bit', 'stupid', 'real']|['clear', 'well', 'also', 'little', 'knowledgeable', 'really']
6089|['sometimes', 'complaint', 'perspective', 'wouldnt', 'greatly', 'also']|['great', 'really', 'knowledgeable', 'also', 'good', 'human']
6091|"['little', ""'Only"", 'often', 'disjointed/unclear']"|['always', 'great', 'really', 'extremely', 'also', 'willing']
6092|['productive', '[', 'critical', 'able']|"['really', 'absolutely', 'best', ""'West"", 'indispensable', 'Clear']"
6093|[]|['truly', 'clearly', 'tremendously', 'original', 'smart']
6094|['sometimes', 'dry', 'scripted', 'enthusiastic', 'inorganic', 'prepared']|['sometimes', 'good', 'theoretical', 'clearly', 'also', 'funny']
6095|['always', 'expression', 'monotone']|['good', 'present', 'well', 'really', 'great', 'warm']
6096|['[']|['great', 'good', 'really', 'clearly', 'wonderful', 'definitely']
6097|['little', '[', 'stingy']|['sure', 'good', 'always', 'really', 'great', 'knowledgeable']
6098|['sometimes', 'little', 'predetermined', 'flow', 'confused', '[']|['Chinese', 'well', 'really', 'good', 'knowledgeable', 'sometimes']
6099|['amazingly', 'texts', 'hard', 'difficult', '[', 'knowledgeable']|['great', 'good', 'really', 'much', 'also', 'knowledgeable']
6100|[]|['interesting', 'really', 'great', 'explore', 'sex', 'varied']
6102|['sometimes', 'up/explained', 'long', 'dead', 'sufficiently', 'many']|['willing', 'great', 'also', 'flexible', '[', 'academic']
6103|"['crazy', 'really', ""'In"", 'super', 'rough', 'ago']"|['really', 'good', 'great', 'better', 'well', 'sure']
6107|[]|['sometimes', 'modern', 'different', 'present', 'effective', 'early']
6108|['long', 'really', 'difficult', 'provoked']|['really', 'well', 'great', 'good', 'interesting', 'knowledgeable']
6111|['little', 'level', 'highly', 'historical', 'incredible', 'sociological']|['great', 'always', 'clearly', 'subject', 'fantastic', 'good']
6112|['sometimes', 'didnt', 'either', 'doesnt', 'lightly', 'mean']|"['really', ""'Hillary"", 'also', 'great', 'helpful', 'well']"
6113|"['repetitive', 'interested', 'sometimes', 'huge', ""'Usually"", 'subjective']"|['really', 'good', 'clearly', 'clear', 'also', 'great']
6114|['also', 'sometimes', 'uncomfortable', 'easy', 'often', 'bit']|['really', 'great', 'well', 'much', 'always', 'incredibly']
6116|['even', 'great', 'really', 'interested', '[']|['really', 'also', 'aside', 'half', 'tried', 'extremely']
6117|"['much', 'didnt', 'final', 'experiment', ""'Some"", 'unhappy']"|['also', 'supportive', 'art', 'visual', 'yet', 'middle']
6120|[]|['always', 'really', 'incredibly', 'excellent', 'also', 'interesting']
6123|['sometimes', 'good', 'much', 'facial', 'great', 'also']|['great', 'always', 'really', 'interesting', 'knowledgeable', 'nice']
6124|['greatest', 'sometimes', 'uncomfortable', 'material', 'intelligent', 'occasionally']|['also', 'interesting', 'little', 'awkward', 'steady', 'insight']
6126|['apart', 'purpose', 'personally', 'genuine', 'enough', 'tease']|['really', 'always', 'available', 'incredible', 'helpful', 'extremely']
6127|['particular', '[']|"['different', 'ago', 'insight', ""'Mary"", 'clearly', 'legal']"
6128|['well', 'english', 'always', 'perfect', 'willing', '[']|['French', 'great', 'helpful', 'subject', 'really', 'clearly']
6130|[]|['interesting', 'excellent', 'always', 'important', 'clearly', 'passionate']
6131|['sometimes', 'mainly', 'disorganized', '[', 'bit']|['great', 'better', 'always', 'helpful', 'good', 'reaaally']
6132|[]|['main', '[', 'clear']
6133|['trivial', 'organizational', 'hard', 'minor', 'vaguely', 'basically']|['really', 'clearly', 'know', 'extremely', 'subject', 'complex']
6135|['sometimes', 'didnt', 'either', 'doesnt', 'lightly', 'mean']|"['really', ""'Hillary"", 'also', 'great', 'helpful', 'well']"
6136|['youre', 'unclear', 'sometimes', 'little', 'rarely', 'usually']|['really', 'also', 'interesting', 'clearly', 'clear', 'subject']
6137|['knowledgeable', 'small', 'white', 'super', 'clearly', 'especially']|['really', 'good', 'also', 'sometimes', 'better', 'clearly']
6138|['feedback', 'never', 'cant', '[', 'first']|['really', 'interesting', 'good', 'great', 'always', 'much']
